"word","x","y"
"melancholy",-0.555307604547113,0.262554656125351
"mellowness",-0.824789016760529,0.0490468094515887
"mirth",0.439518210900509,0.0549564640405028
"misery",0.235411352139304,0.429040173320835
"modesty",-0.775200513489244,-0.435615339595085
"moroseness",-0.0344807811766677,0.582215743978339
"mortification",0.783802670411896,0.168456698432002
"neglect",0.117564849446992,0.626156699141353
"nervousness",0.492470747080274,0.0764585063630225
"nostalgia",-0.707881434636508,-0.283156661525143
"obsession",0.326902477609507,-0.726460587533469
"optimism",-0.583020948405465,-0.785849760497367
"outrage",0.910114538969416,0.0915100793021602
"panic",0.870464273001829,0.0213801898301132
"passion",0.0632216858695888,-0.911934850425357
"persecution",0.0364904214654383,0.510296127545507
"pity",-0.310893144216647,0.617443221259719
"pleasure",-0.206973547959576,-1.05480005704287
"power",0.115918096236002,-0.904646800796784
"practicality",-0.654111112444277,-0.483673653143028
"pride",-0.0601089162452124,-0.961322512457775
"rage",0.92840255815428,0.0873105295768392
"rapture",0.764385780829581,-0.496768425217503
"regret",-0.146171492836517,0.73793783940886
"rejection",-0.0164548161472383,0.452272762737279
"relief",-0.683812599355832,-0.542699559503603
"remorse",-0.0517926791565843,0.463583564474229
"resentment",0.249058163736298,0.369316600619482
"respect",-0.615103956822416,-0.706941070167783
"revulsion",0.745847487112807,0.00167144561528004
"sadness",-0.0765933750878547,0.646687531476971
"satisfaction",-0.585420282755247,-0.716423660137823
"scorn",0.498957120192232,0.346122982853546
"self-control",-0.621817789433511,-0.385289466189213
"sentimentality",-0.572730654344468,-0.516739856634379
"shame",0.2939110101906,0.605008482511628
"sheepishness",-0.384861348062663,0.398496067096987
"shock",0.868707911475403,-0.339128321204404
"somberness",-0.556416216936623,0.387214228504186
"sorrow",0.113019906643944,0.629105450450343
"spite",0.728946005516903,0.155183067449145
"startle",0.809329493246708,-0.321708328549262
"success",-0.165378435425134,-1.20643256452929
"suffering",0.132128430858745,0.560508201828469
"sulkiness",-0.0988920792785161,0.589910535859868
"sullenness",-0.354067138200922,0.461144988571757
"superiority",0.572823494480799,-0.7806382132212
"surprise",0.511162618863417,-0.957571750805793
"sympathy",-0.825413647482916,-0.0951015696428965
"tenderness",-0.660420944019776,-0.446343080476635
"tenseness",0.440115185809974,0.0783803297061595
"terror",0.764632952178412,0.21613772598071
"thrill",0.185364916435655,-0.895718942739515
"titillation",0.382808489412568,-0.60259846251141
"torment",0.50898250910389,0.285852986995169
"triumph",0.0651012514709629,-0.898498836985304
"uneasiness",0.256394571882874,0.296826637776652
"unhappiness",0.150131623287651,0.673429889711123
"vanity",0.367584439272335,-0.739168468771874
"vehemence",0.578496536335792,-0.0228593232728071
"vengefulness",0.634002397034969,0.146204298745089
"vexation",0.599783230421228,-0.12249355778346
"vibrance",-0.0129305296683905,-0.889502954040627
"viciousness",0.781892889810772,-0.0567612838899002
"vindictiveness",0.61235268208919,-0.118488525148278
"virtue",-0.590573550732829,-0.67273833133357
"woe",0.124881910455922,0.386682774576084
"wonderment",-0.199586392405766,-0.77574324154705
"worry",0.380289072846338,0.364663125013317
"wrath",0.773317058712334,-0.00927159484481646
"zeal",0.260271883287964,-0.927718460593777
"zest",0.491790194308107,-0.845310866319867
